Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
FunctiebeperkingAandoeningZiekte_03_30;FunctiebeperkingAandoeningZiekte_03_30;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_11;FunctiebeperkingAandoeningZiekte_03_11;TRUE;numeric;99,67707212;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_12;FunctiebeperkingAandoeningZiekte_03_12;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_13;FunctiebeperkingAandoeningZiekte_03_13;TRUE;numeric;99,78471475;1;2;NA;FALSE;1: (  0.11%) | 2: ( 99.89%);Q1 = 1.25  | median = 1.5  | Q3 =  1.75  | mean = 1.5  | stdev = 0.707;
FunctiebeperkingAandoeningZiekte_03_14;FunctiebeperkingAandoeningZiekte_03_14;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_15;FunctiebeperkingAandoeningZiekte_03_15;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_16;FunctiebeperkingAandoeningZiekte_03_16;TRUE;numeric;99,46178687;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_17;FunctiebeperkingAandoeningZiekte_03_17;TRUE;numeric;99,13885899;1;2;NA;FALSE;2: ( 0.75%) | 1: (99.25%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 1.88  | stdev = 0.354;
FunctiebeperkingAandoeningZiekte_03_18;FunctiebeperkingAandoeningZiekte_03_18;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_19;FunctiebeperkingAandoeningZiekte_03_19;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_20;FunctiebeperkingAandoeningZiekte_03_20;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_21;FunctiebeperkingAandoeningZiekte_03_21;TRUE;numeric;96,98600646;1;2;NA;FALSE;1: ( 1.5%) | 2: (98.5%);Q1 = 1  | median = 1.5  | Q3 =  2  | mean = 1.5  | stdev = 0.509;
FunctiebeperkingAandoeningZiekte_03_22;FunctiebeperkingAandoeningZiekte_03_22;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_23;FunctiebeperkingAandoeningZiekte_03_23;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_24;FunctiebeperkingAandoeningZiekte_03_24;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_25;FunctiebeperkingAandoeningZiekte_03_25;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_26;FunctiebeperkingAandoeningZiekte_03_26;TRUE;numeric;99,89235737;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_27;FunctiebeperkingAandoeningZiekte_03_27;TRUE;numeric;99,46178687;1;2;NA;FALSE;2: (  0.43%) | 1: ( 99.57%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 1.8  | stdev = 0.447;
FunctiebeperkingAandoeningZiekte_03_28;FunctiebeperkingAandoeningZiekte_03_28;TRUE;numeric;98,81593111;1;2;NA;FALSE;2: ( 0.86%) | 1: (99.14%);Q1 = 1.5  | median = 2  | Q3 =  2  | mean = 1.73  | stdev = 0.467;
FunctiebeperkingAandoeningZiekte_03_29;FunctiebeperkingAandoeningZiekte_03_29;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_01;FunctiebeperkingAandoeningZiekte_04_01;TRUE;numeric;99,24650161;1;3;NA;FALSE;3: ( 0.43%) | 1: ( 0.22%) | 2: (99.35%);Q1 = 1.5  | median = 3  | Q3 =  3  | mean = 2.29  | stdev = 0.951;
FunctiebeperkingAandoeningZiekte_04_02;FunctiebeperkingAandoeningZiekte_04_02;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_03;FunctiebeperkingAandoeningZiekte_04_03;TRUE;numeric;99,67707212;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_04_04;FunctiebeperkingAandoeningZiekte_04_04;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_05;FunctiebeperkingAandoeningZiekte_04_05;TRUE;numeric;99,89235737;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_06;FunctiebeperkingAandoeningZiekte_04_06;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_07;FunctiebeperkingAandoeningZiekte_04_07;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_08;FunctiebeperkingAandoeningZiekte_04_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_09;FunctiebeperkingAandoeningZiekte_04_09;TRUE;numeric;98,06243272;1;3;NA;FALSE;1: ( 0.75%) | 2: ( 0.75%) | 3: (98.49%);Q1 = 1  | median = 2  | Q3 =  2  | mean = 1.83  | stdev = 0.786;
FunctiebeperkingAandoeningZiekte_04_10;FunctiebeperkingAandoeningZiekte_04_10;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_30;FunctiebeperkingAandoeningZiekte_04_30;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_11;FunctiebeperkingAandoeningZiekte_04_11;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_12;FunctiebeperkingAandoeningZiekte_04_12;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_13;FunctiebeperkingAandoeningZiekte_04_13;TRUE;numeric;99,89235737;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_14;FunctiebeperkingAandoeningZiekte_04_14;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_15;FunctiebeperkingAandoeningZiekte_04_15;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_16;FunctiebeperkingAandoeningZiekte_04_16;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_17;FunctiebeperkingAandoeningZiekte_04_17;TRUE;numeric;99,89235737;3;3;NA;FALSE;3: (100%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_18;FunctiebeperkingAandoeningZiekte_04_18;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_19;FunctiebeperkingAandoeningZiekte_04_19;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_20;FunctiebeperkingAandoeningZiekte_04_20;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_21;FunctiebeperkingAandoeningZiekte_04_21;TRUE;numeric;98,49300323;1;3;NA;FALSE;3: ( 0.75%) | 2: ( 0.65%) | 1: (98.60%);Q1 = 2  | median = 2.5  | Q3 =  3  | mean = 2.43  | stdev = 0.646;
FunctiebeperkingAandoeningZiekte_04_22;FunctiebeperkingAandoeningZiekte_04_22;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_23;FunctiebeperkingAandoeningZiekte_04_23;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_24;FunctiebeperkingAandoeningZiekte_04_24;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_25;FunctiebeperkingAandoeningZiekte_04_25;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_26;FunctiebeperkingAandoeningZiekte_04_26;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_27;FunctiebeperkingAandoeningZiekte_04_27;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_04_28;FunctiebeperkingAandoeningZiekte_04_28;TRUE;numeric;99,67707212;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_04_29;FunctiebeperkingAandoeningZiekte_04_29;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_01;FunctiebeperkingAandoeningZiekte_05_01;TRUE;numeric;99,67707212;4;4;NA;FALSE;4: (100%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = 0;
FunctiebeperkingAandoeningZiekte_05_02;FunctiebeperkingAandoeningZiekte_05_02;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_03;FunctiebeperkingAandoeningZiekte_05_03;TRUE;numeric;99,67707212;2;4;NA;FALSE;4: (  0.22%) | 2: ( 99.78%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.33  | stdev = 1.15;
FunctiebeperkingAandoeningZiekte_05_04;FunctiebeperkingAandoeningZiekte_05_04;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_05;FunctiebeperkingAandoeningZiekte_05_05;TRUE;numeric;99,89235737;4;4;NA;FALSE;4: (100%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_06;FunctiebeperkingAandoeningZiekte_05_06;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_07;FunctiebeperkingAandoeningZiekte_05_07;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_08;FunctiebeperkingAandoeningZiekte_05_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_09;FunctiebeperkingAandoeningZiekte_05_09;TRUE;numeric;98,49300323;3;4;NA;FALSE;4: ( 1.1%) | 3: (98.9%);Q1 = 3.25  | median = 4  | Q3 =  4  | mean = 3.71  | stdev = 0.469;
FunctiebeperkingAandoeningZiekte_05_10;FunctiebeperkingAandoeningZiekte_05_10;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_30;FunctiebeperkingAandoeningZiekte_05_30;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_11;FunctiebeperkingAandoeningZiekte_05_11;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_12;FunctiebeperkingAandoeningZiekte_05_12;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_13;FunctiebeperkingAandoeningZiekte_05_13;TRUE;numeric;99,89235737;4;4;NA;FALSE;4: (100%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_14;FunctiebeperkingAandoeningZiekte_05_14;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_15;FunctiebeperkingAandoeningZiekte_05_15;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_16;FunctiebeperkingAandoeningZiekte_05_16;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_17;FunctiebeperkingAandoeningZiekte_05_17;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_18;FunctiebeperkingAandoeningZiekte_05_18;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_19;FunctiebeperkingAandoeningZiekte_05_19;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_20;FunctiebeperkingAandoeningZiekte_05_20;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_21;FunctiebeperkingAandoeningZiekte_05_21;TRUE;numeric;99,24650161;1;5;NA;FALSE;4: ( 0.32%) | 5: ( 0.22%) | 1: ( 0.11%) | 3: (99.35%);Q1 = 3.5  | median = 4  | Q3 =  4.5  | mean = 3.71  | stdev = 1.38;
FunctiebeperkingAandoeningZiekte_05_22;FunctiebeperkingAandoeningZiekte_05_22;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_23;FunctiebeperkingAandoeningZiekte_05_23;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_24;FunctiebeperkingAandoeningZiekte_05_24;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_25;FunctiebeperkingAandoeningZiekte_05_25;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_26;FunctiebeperkingAandoeningZiekte_05_26;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_27;FunctiebeperkingAandoeningZiekte_05_27;TRUE;numeric;99,89235737;5;5;NA;FALSE;5: (100%);Q1 = 5  | median = 5  | Q3 =  5  | mean = 5  | stdev = NA;
FunctiebeperkingAandoeningZiekte_05_28;FunctiebeperkingAandoeningZiekte_05_28;TRUE;numeric;99,67707212;3;4;NA;FALSE;4: (  0.22%) | 3: ( 99.78%);Q1 = 3.5  | median = 4  | Q3 =  4  | mean = 3.67  | stdev = 0.577;
FunctiebeperkingAandoeningZiekte_05_29;FunctiebeperkingAandoeningZiekte_05_29;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label1;Label1;TRUE;subset;0;NA;NA;NA;FALSE;: (27.45%) | B3: (19.27%) | M: (17.33%) | B1: (16.25%) | Amsterdam University College: (11.30%) | ACTA: ( 6.35%) | Faculteit der Exacte Wetenschappen: ( 1.83%) | School of Business and Economics: ( 0.22%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label2;Label2;TRUE;subset;0;NA;NA;NA;FALSE;: (76.00%) | Bachelor: (14.75%) | 1: ( 4.31%) | Master: ( 4.20%) | Postmaster: ( 0.75%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
Label3;Label3;TRUE;subset;0;NA;NA;NA;FALSE;: (54.47%) | 307115: (17.12%) | 308015: ( 7.64%) | 427925: ( 5.81%) | 307915: ( 4.84%) | 427625: ( 3.88%) | 427725: ( 3.01%) | 307917: ( 1.61%) | 427225: ( 0.97%) | 427425: ( 0.43%) | Other: ( 0.22%);Q1 = 307115  | median = 307917  | Q3 =  427625  | mean = 345306  | stdev = 55891;
Label4;Label4;TRUE;subset;0;NA;NA;NA;FALSE;NL: (30.03%) | : (28.20%) | EER: (11.84%) | ONBEKEND: ( 7.43%) | Ba1: ( 6.14%) | Ba2: ( 4.63%) | Ma: ( 4.20%) | Ba3: ( 3.98%) | EUROPA: ( 1.61%) | AZIE: ( 1.08%) | Other: ( 0.86%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label5;Label5;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label6;Label6;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label7;Label7;TRUE;character;0;NA;NA;NA;FALSE;: (81.05%) | 102262655: ( 0.11%) | 105106169: ( 0.11%) | 106974237: ( 0.11%) | 110453825: ( 0.11%) | 113945150: ( 0.11%) | 116320161: ( 0.11%) | 118396912: ( 0.11%) | 124145353: ( 0.11%) | 129621468: ( 0.11%) | Other: (17.98%);Q1 = 255561790.75  | median = 452465952  | Q3 =  655269142.75  | mean = 4.7e+08  | stdev = 2.5e+08;
Organisatieonderdeel;Organisatieonderdeel;TRUE;subset;0;NA;NA;NA;FALSE;: (33.8%) | AUC_UvA: (16.3%) | Amsterdam University College: (11.3%) | 55013_UvA: ( 7.3%) | 55012_UvA: ( 6.4%) | ACTA: ( 6.4%) | ACTA_UvA: ( 6.0%) | 65016_UvA: ( 5.2%) | 65012_UvA: ( 3.8%) | Faculteit der Exacte Wetenschappen: ( 1.8%) | Other: ( 1.8%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Indicator_BM;Indicator_BM;TRUE;numeric;0;0;1;NA;FALSE;1: (98.7%) | 0: ( 1.3%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 0.987  | stdev = 0.113;
